TOTAL_VALUE,princ_1,princ_2,LOT_SQFT,GROSS_AREA,LIVING_AREA,FLOORS,ROOMS,BEDROOMS,FULL_BATH,HALF_BATH,KITCHEN,FIREPLACE,YR_BUILT_CAT_0,YR_BUILT_CAT_1,YR_BUILT_CAT_2,REMODEL_Unknown,REMODEL_Recent,REMODEL_Old
345.6,-0.9915667530242971,-0.2375583305060386,4520,2353,1413,2.0,6,3,1,1,1,1,0,1,0,1,0,0
351.8,0.131307590533657,-0.07092598451406412,6235,3354,1512,1.0,5,2,1,0,1,1,0,1,0,1,0,0
458.7,1.3450419186208449,-0.026320250943021265,7842,3714,2100,2.0,8,4,2,0,1,1,0,1,0,1,0,0
326.7,-1.2051403489748151,-0.6536740478810059,3250,2564,1285,1.5,8,2,1,1,1,1,0,1,0,1,0,0
480.2,0.9169751677234467,-0.7461594703973481,5584,3946,1919,2.0,6,3,1,1,1,1,0,1,0,1,0,0
321.3,-1.2574219123989476,-0.4868625045945663,3609,2232,1392,2.0,6,3,1,1,1,1,0,1,0,1,0,0
285.1,-1.9717641097435779,-0.2995438437712039,3159,2084,934,1.0,6,3,1,0,1,0,0,1,0,1,0,0
410.0,0.027707504832003644,-0.5467000042437006,5000,3204,1696,2.0,7,4,1,1,1,1,1,0,0,0,1,0
353.2,-1.161076403638024,0.44713248734361016,5950,2002,1274,2.0,6,3,1,1,1,1,0,1,0,1,0,0
355.1,-1.0293135404818246,-0.48623614958716943,3882,2408,1440,2.0,6,3,2,0,1,1,0,1,0,1,0,0
642.7,4.367374195594623,-0.9169867169390654,9375,5749,3224,2.5,11,6,2,1,1,1,0,1,0,0,0,1
354.9,-0.7438021559703916,0.4278123411968631,6375,2588,1210,1.0,7,4,1,0,1,1,0,1,0,1,0,0
346.5,-0.6665629165004863,0.02081164360275922,5500,2748,1306,1.5,6,2,2,0,1,1,0,1,0,0,1,0
357.2,0.14656534475994515,0.291886780197204,7105,3378,1383,1.0,6,3,2,0,1,1,0,1,0,1,0,0
476.2,1.0283305538807976,1.722271526300666,11637,2860,1798,2.0,7,4,2,1,1,1,0,0,1,1,0,0
389.3,-0.26095651357819377,0.11232925879153359,6235,2689,1584,2.0,7,3,1,0,1,1,0,1,0,1,0,0
435.4,2.115201919860959,-0.9039513965989755,6709,4170,2648,2.0,10,5,1,1,1,1,0,1,0,1,0,0
422.7,1.0873529548416563,-0.8509627222030306,5568,3800,2158,2.0,8,3,1,1,1,1,1,0,0,1,0,0
302.7,-0.805351104470057,-0.4765936246747126,4140,2895,1295,1.0,7,3,1,0,1,1,0,1,0,1,0,0
331.0,-0.6017317024598795,-0.23042158343437344,5000,2662,1488,2.0,6,3,1,0,1,0,1,0,0,1,0,0
520.6,3.208375672199704,2.720126354064222,16616,4162,2144,2.0,9,4,1,1,1,1,0,1,0,1,0,0
285.2,-1.5086024003285476,-0.5758510507759986,3060,2448,1123,1.0,6,2,1,0,1,1,0,1,0,1,0,0
331.3,-1.1258897174910607,-0.057481349681131756,4793,2154,1380,2.0,6,3,1,0,1,0,0,1,0,1,0,0
459.9,1.5902054566146375,-0.7623980349154297,6375,4186,2235,2.0,9,5,1,1,1,1,1,0,0,0,1,0
351.2,-0.5740279974566862,0.14581292872485768,5943,2428,1518,2.0,7,3,1,1,1,1,0,0,1,1,0,0
394.5,-0.471700374632829,0.19141872204086097,6178,2447,1560,2.0,7,4,1,1,1,1,0,0,1,1,0,0
474.9,1.734798031697344,-1.416828141661384,5000,4382,2440,2.0,9,4,1,1,1,1,1,0,0,1,0,0
364.2,0.8530799741159879,1.6208015928629922,11168,2944,1664,2.0,7,3,1,1,1,0,0,1,0,1,0,0
385.6,-0.7732277975740243,0.2683514010282081,6000,2214,1470,2.0,8,4,1,1,1,1,0,1,0,1,0,0
356.6,-1.043710123033956,-0.5931060285780452,3609,2443,1446,2.0,6,3,1,0,1,1,0,1,0,1,0,0
339.9,-1.0779014965197558,-0.5768359042106983,3610,2382,1454,2.0,7,3,1,1,1,1,0,1,0,1,0,0
271.3,-2.2871915968800383,-0.05232805364420988,3376,1728,850,1.0,4,2,1,0,1,0,0,1,0,1,0,0
576.5,2.246187137559118,0.07639943681844094,9200,3969,2520,2.0,9,4,2,1,1,3,1,0,0,0,1,0
453.7,3.1330041710583036,-1.5785868319855565,6303,5270,2906,2.0,9,4,1,1,1,1,0,1,0,1,0,0
317.1,-0.801773014526775,-0.47831032038772897,4140,2900,1295,1.0,5,2,1,0,1,1,0,1,0,1,0,0
481.3,0.4217110595887933,0.836522451693005,8795,2767,1749,2.0,7,3,1,1,1,1,0,0,1,1,0,0
464.7,3.264820546742641,-1.011427184643732,7813,5175,2857,2.0,9,7,1,1,1,1,1,0,0,1,0,0
368.2,-0.29316952186079265,0.4950857443738519,7100,2630,1466,2.0,8,3,1,1,1,0,0,1,0,0,0,1
330.3,-0.10433696030918256,-0.5159729301019997,4891,3344,1512,1.0,5,2,1,0,1,1,0,1,0,0,1,0
359.4,0.04548684061048509,-0.23393466891501472,5760,3183,1613,1.5,6,3,2,0,1,1,0,1,0,1,0,0
576.8,7.913866807510074,9.185066875212062,37647,5488,2300,1.0,8,4,2,1,1,0,0,1,0,1,0,0
397.4,0.13581478306353728,1.3329820191555575,9625,2516,1536,2.0,6,3,1,0,1,1,0,1,0,1,0,0
402.3,1.4087016718716037,-0.621829409549014,6500,3940,2212,2.0,9,5,1,1,1,0,1,0,0,1,0,0
444.5,1.6739622093063975,0.4421558129738577,9375,3566,2250,2.5,9,6,1,0,1,0,1,0,0,0,0,1
357.0,-0.5796576556249506,0.11737601599631442,5870,2418,1530,2.0,7,3,1,1,1,1,0,0,1,1,0,0
319.6,-0.8735195664981578,0.25819145424401213,5815,2556,1200,1.0,6,4,1,1,1,0,0,0,1,1,0,0
334.9,-0.7188558438859357,-0.3696302949026748,4500,2906,1310,1.0,6,3,2,0,1,1,0,1,0,0,0,1
639.6,5.59606669130401,-0.22728857167039884,12500,6287,3493,2.0,12,4,1,1,1,2,0,1,0,1,0,0
341.1,-0.3401725594853609,-0.3549792506448614,4991,3140,1420,1.0,8,3,1,0,1,0,0,1,0,0,0,1
667.2,2.6175456544966758,-1.434342660094004,6030,4858,2756,2.0,12,7,3,0,1,2,1,0,0,0,1,0
301.2,0.05373048821713037,-1.90229160244069,1800,3663,1904,1.5,8,3,2,0,1,0,0,1,0,1,0,0
335.5,-1.3830753282906432,-0.431041692534774,3587,2172,1324,2.0,6,3,1,1,1,1,0,1,0,1,0,0
382.1,-0.542110585239759,-0.025627304887733005,5570,2532,1536,2.0,7,3,1,0,1,1,0,1,0,1,0,0
346.8,-1.2486644903066808,-0.4906488835788608,3610,2244,1392,2.0,6,3,1,1,1,1,0,1,0,1,0,0
568.4,2.878320062627146,2.3293086840560204,15295,4000,2153,2.0,9,6,1,3,1,1,1,0,0,1,0,0
605.5,5.806972458701086,-1.2940394835861004,10233,6549,3845,2.5,12,4,2,1,1,1,0,1,0,1,0,0
406.4,0.11996670971412746,0.026013570381298978,6500,2837,1782,2.0,7,4,1,1,1,1,0,1,0,1,0,0
292.0,-0.7145373661654876,-0.5481861421128155,4075,3013,1310,1.0,6,2,1,0,1,0,0,1,0,1,0,0
539.2,2.063490453825857,-0.3042188637297232,8050,4206,2385,2.0,7,4,1,1,1,2,0,1,0,0,0,1
320.9,-1.1708936945425574,0.8001195610095103,6750,2178,1040,1.0,6,2,1,0,1,1,0,1,0,0,0,1
528.8,2.641220322731498,-0.16632579196688002,9080,4470,2569,2.0,9,6,1,1,1,1,0,1,0,1,0,0
464.2,0.15861660913113718,0.047319706488658395,6613,2697,1885,2.0,8,3,2,2,1,2,0,0,1,1,0,0
301.6,-1.4182280177393685,0.6066155095474993,5987,2124,972,1.0,6,3,1,0,1,1,0,1,0,1,0,0
441.4,0.6413802106926547,1.3067024870712995,10168,2876,1670,2.0,7,4,1,1,1,1,0,1,0,1,0,0
568.3,1.7295160992089815,-0.8940773190820428,6265,3954,2514,2.0,9,4,1,1,1,1,0,1,0,1,0,0
329.7,-1.020583258688036,1.8779257253186403,9500,1923,924,1.0,5,3,1,0,1,0,0,1,0,1,0,0
461.7,-0.14673862975577456,0.34354507105953375,6937,2552,1664,2.0,7,3,1,2,1,1,0,0,1,1,0,0
536.8,2.2447718605514453,-0.7920845463576848,7097,4564,2460,1.5,10,5,1,1,1,0,1,0,0,0,0,1
300.0,-0.7168149781725555,-0.7100893792959382,3680,3128,1295,1.0,7,4,1,0,1,0,0,1,0,1,0,0
677.0,4.221538493657652,-1.5464498107605171,7690,5952,3220,2.0,10,5,1,2,1,1,1,0,0,0,1,0
432.7,0.7437407814773502,1.2851867266301005,10250,2847,1764,2.0,6,3,1,0,1,0,1,0,0,1,0,0
476.3,4.233398204635951,-0.6211289201483631,9934,5416,3232,2.0,9,4,2,0,1,0,0,1,0,1,0,0
514.2,3.061615435220616,0.6649784475006218,11562,4523,2535,2.0,8,3,2,1,1,0,1,0,0,0,1,0
427.3,-0.9046492020680463,-0.6748639126456301,3588,2493,1538,2.0,7,3,1,1,1,1,0,1,0,0,1,0
444.7,0.3825464344214334,1.7485900097442226,10900,2665,1470,2.0,7,4,1,1,1,1,0,1,0,1,0,0
794.0,4.978382441979712,-0.0254265178965345,12201,6196,3061,2.0,10,7,4,0,2,2,1,0,0,0,0,1
310.5,-1.1711801700104716,0.11203994733190467,5093,2568,1042,1.0,7,3,1,1,1,1,0,1,0,1,0,0
526.6,2.54224533869633,-0.8932610201213587,7225,4675,2629,2.0,9,5,1,1,1,1,1,0,0,1,0,0
360.2,-0.41677527737567177,-0.04171673077414091,5728,2160,1850,1.0,5,2,1,0,1,0,0,1,0,1,0,0
400.6,0.9897122333787476,-0.5324246505658067,6280,2928,2507,1.0,8,3,1,1,1,0,0,1,0,1,0,0
310.1,-1.6214097178961906,-0.4669043042524676,3217,2008,1274,2.0,7,3,1,1,1,1,0,0,1,1,0,0
312.0,-1.3163495707614246,-0.1903803354367737,4197,2578,1042,1.0,5,2,1,0,1,1,0,1,0,0,1,0
775.5,6.535842571649266,-0.18746999709478795,13750,6633,3906,2.0,12,7,1,2,1,0,1,0,0,0,1,0
511.7,3.45014787526253,-0.4334987115952167,9401,5232,2749,2.0,10,4,1,1,1,1,0,1,0,1,0,0
381.5,0.10012887783652683,-0.9963331992247785,4030,3250,1872,2.0,6,3,2,0,1,1,0,1,0,0,0,1
350.2,-1.2480911344958687,-0.6254488303642394,3270,2483,1295,1.5,6,3,1,0,1,0,1,0,0,1,0,0
390.0,-0.5175246706711897,-0.215602807842119,5130,2778,1470,2.0,7,4,1,1,1,1,0,1,0,1,0,0
334.5,-0.8889383021374582,0.5448883730404016,6500,2250,1275,1.5,6,3,2,0,1,1,0,1,0,0,0,1
345.6,-1.6297100131484694,0.3295828560130592,5100,1799,1120,2.0,6,3,1,0,1,1,0,1,0,0,1,0
539.1,1.4461698466624968,-1.1031656343746221,5405,4048,2338,2.0,9,5,2,0,1,2,1,0,0,0,1,0
489.7,2.084846910284888,0.08654278972578065,9062,3541,2665,2.0,8,3,2,0,1,0,0,1,0,0,0,1
318.7,-1.3851282319121987,-0.3554637652576236,3762,2173,1296,2.0,5,2,1,1,1,1,0,1,0,1,0,0
390.9,-0.20907354890311178,0.13373635348155144,6346,2740,1581,2.0,7,4,1,1,1,0,0,1,0,1,0,0
308.4,-1.3626829530887952,0.7349727338763699,6375,1965,1061,1.5,6,3,1,0,1,0,0,1,0,1,0,0
382.9,-0.5585762876142288,1.0975374021592352,8220,2230,1320,2.0,7,3,1,0,1,1,0,1,0,1,0,0
384.8,-0.08853980373568633,-1.0634579996607945,3655,3030,1900,2.0,7,3,2,0,1,1,0,1,0,1,0,0
437.0,-0.1007561213478019,-0.0013734532345869035,6161,2786,1673,2.0,8,4,1,1,1,1,0,1,0,1,0,0
353.4,-1.449294565261742,-0.13577822296881098,4182,2326,1085,1.0,6,3,1,1,1,0,0,1,0,0,1,0
497.5,1.046858630835948,0.7456754816006674,9300,3506,1758,2.0,8,3,1,1,1,1,0,1,0,0,1,0
325.5,-0.47114707779620363,-0.8449641128192519,3688,2989,1591,1.5,8,4,1,1,1,0,0,1,0,1,0,0
310.3,-0.8441263477705072,-0.4929591930167421,4050,2919,1260,1.0,5,2,1,0,1,1,0,1,0,1,0,0
311.5,-1.0649435359562784,0.6353818348020316,6480,2348,1066,1.0,5,2,1,0,1,1,0,1,0,1,0,0
540.0,1.6752740868805314,0.1756723478191035,8750,3567,2342,2.0,11,3,2,1,1,1,0,1,0,1,0,0
456.2,0.7138223598844109,-0.735109971653318,5405,3419,2095,2.0,8,4,1,1,1,0,1,0,0,1,0,0
453.6,2.2588508350154948,-0.1163956100050991,8731,4288,2403,2.0,8,3,1,0,1,1,0,1,0,1,0,0
324.8,-1.2998569854125996,0.16912813045472588,5100,2208,1152,2.0,6,3,1,0,1,1,0,1,0,1,0,0
451.6,1.959441369348482,-0.9574076712180752,6375,4280,2495,2.0,9,4,1,1,1,0,0,1,0,0,1,0
438.7,2.001039324483283,0.04748865621120071,8800,4184,2235,2.0,10,2,1,1,1,1,1,0,0,1,0,0
385.6,-0.5918457879503312,-0.44461883856300494,4509,2661,1569,2.0,7,4,1,1,1,1,0,1,0,1,0,0
452.9,1.200195550738204,-1.1368469152850367,5000,4190,2098,2.0,7,3,1,1,1,1,0,1,0,0,1,0
318.4,-1.2062910161445384,0.6571230071513814,6375,2117,1102,1.5,6,3,1,0,1,1,0,1,0,1,0,0
343.1,-0.9901071440990405,0.3546365988922606,5941,2084,1372,2.0,6,3,1,1,1,0,0,1,0,1,0,0
412.7,1.4366750567592896,-1.570959533509739,4269,4290,2347,2.0,8,4,2,0,1,1,0,1,0,1,0,0
479.8,0.6883793273487386,-0.27451612886175275,6500,2974,2187,2.0,9,4,2,1,1,0,0,1,0,0,1,0
388.2,0.3769907421307598,-0.1943340078173826,6266,3255,1780,2.0,6,3,1,1,1,1,0,1,0,1,0,0
352.5,-0.12321867516684709,-0.8593780813193952,4070,3240,1680,1.5,8,4,2,0,1,1,0,1,0,1,0,0
286.8,-0.7567836986592649,-0.5455734840433616,4030,2989,1295,1.0,5,2,1,0,1,1,0,1,0,1,0,0
508.8,2.2393296174410886,2.166492218177118,14204,2980,2391,1.0,7,2,2,1,1,1,0,1,0,1,0,0
374.6,-1.2404731526315964,-0.25414312688780627,4168,2329,1265,1.5,6,3,2,0,1,0,0,1,0,1,0,0
491.3,1.6214472368004234,-0.4623576731510947,7130,4086,2213,2.0,9,4,1,1,1,1,1,0,0,1,0,0
432.3,-0.09665884710368608,0.03807351302616254,6247,2906,1590,2.0,7,4,1,2,1,1,0,1,0,0,1,0
574.3,2.2760190129398423,0.2229180287482952,9562,4173,2367,2.5,9,5,2,1,1,1,0,1,0,0,1,0
413.7,0.6229239745270914,-1.1878302803050933,4200,3674,2036,2.0,8,5,1,1,1,1,0,1,0,1,0,0
349.3,0.6496477050329525,-0.2718504606951017,6375,3800,1663,1.0,7,3,1,0,1,1,0,1,0,1,0,0
342.7,-0.030232584740304876,-0.46803495309842186,5100,3320,1560,1.0,6,2,1,0,1,0,0,1,0,0,0,1
504.4,1.324444336431925,-0.6165362017246566,6402,3977,2131,2.0,8,5,2,1,1,1,0,1,0,0,1,0
442.0,0.8376353355088083,-0.9633785867176364,5000,3672,2105,2.0,7,3,1,1,1,0,0,1,0,0,1,0
338.2,-1.3668938437102403,0.26989837831597574,5250,2228,1060,1.0,6,2,1,1,1,0,0,1,0,1,0,0
299.5,-1.2463839704217976,0.48972085178929364,5910,2324,1008,1.0,5,3,1,1,1,1,0,1,0,1,0,0
349.9,-1.3204786771900288,-0.010049907652057022,4669,2043,1299,2.0,7,3,1,1,1,0,0,1,0,0,0,1
516.7,2.0040515264800183,0.5613158004857481,10000,4304,1988,1.0,7,3,1,1,1,0,0,1,0,0,0,1
441.7,0.9405579337880476,-0.3781294850712153,6500,3737,1934,1.5,5,3,2,0,1,1,0,1,0,0,1,0
377.7,-0.400398777727829,0.18727387611422489,6259,2443,1612,2.0,8,4,1,1,1,1,0,1,0,1,0,0
372.3,-0.3176096674063397,-0.40325025895659483,4965,2548,1808,1.0,6,3,1,1,1,1,0,0,1,1,0,0
361.8,-0.8879197559588663,-0.47435191069504684,4050,2801,1295,1.0,5,2,1,0,1,1,0,1,0,0,1,0
470.0,0.04303620359708873,1.8107466462420216,10625,2574,1274,2.0,8,3,1,1,1,1,0,1,0,0,0,1
398.4,0.7481067425090371,-0.06849855319146517,6995,3628,1763,2.0,8,4,1,1,1,1,0,1,0,1,0,0
418.5,-0.28056664406421306,0.9627873632520759,8244,2345,1485,2.0,7,2,1,0,1,1,0,1,0,0,0,1
359.4,-0.8587881791188088,0.7949664655215043,7145,2061,1323,2.0,6,3,1,1,1,1,0,1,0,1,0,0
426.0,1.8425581049299595,-1.2509475848866494,5520,4448,2416,2.0,9,4,1,0,1,1,1,0,0,0,0,1
325.7,-1.1316906953844155,-0.4662581863738176,3789,2511,1302,2.0,5,2,1,0,1,1,0,1,0,1,0,0
541.7,2.2895381337345277,2.2918031517055,14513,3475,2084,2.0,7,3,1,0,1,0,0,1,0,1,0,0
523.4,3.3251456038372122,0.39549557749406006,11264,4506,2816,2.0,10,5,2,0,1,1,1,0,0,1,0,0
457.3,0.758609794104409,-0.3404749095632772,6375,3566,1901,2.0,8,4,2,1,1,1,1,0,0,0,1,0
366.0,-0.3983768014463793,-0.29786298016821233,5100,2653,1654,2.0,8,3,1,1,1,1,0,1,0,1,0,0
499.3,1.3578968765623698,-0.44360025073741133,6871,3776,2215,2.0,8,4,2,1,1,1,0,1,0,1,0,0
419.4,0.16448366817105714,-1.2832535423681881,3423,3390,1930,2.0,7,4,1,1,1,1,0,1,0,0,1,0
396.1,0.29229645522626413,-0.10829908595872481,6375,3114,1778,2.0,8,4,2,0,1,1,1,0,0,0,1,0
326.1,-1.0610258659531062,0.5351148801572954,6252,2320,1120,1.0,5,3,1,0,1,1,0,1,0,1,0,0
407.8,-1.5211759352298484,0.15073562831083104,4800,1970,1152,2.0,7,3,2,0,1,0,0,1,0,1,0,0
486.5,2.769962112966316,-1.4170741964475713,6250,4996,2770,2.0,8,4,1,1,1,0,1,0,0,1,0,0
358.8,-0.4812755689093828,0.28853279486533934,6375,2640,1404,2.0,7,4,1,1,1,0,1,0,0,1,0,0
459.0,2.8928633210125527,-0.6071861782459496,8342,4674,2768,2.0,7,4,1,1,1,0,1,0,0,1,0,0
574.7,4.71861100959391,-1.2620541812093997,8994,5897,3491,2.0,12,6,2,1,2,1,1,0,0,1,0,0
542.3,2.563740774513804,-1.5302519155892906,5720,5022,2654,2.0,10,4,1,2,1,1,1,0,0,1,0,0
392.5,0.6032555749944215,-0.06902943463267393,6852,3208,1918,2.0,7,4,1,1,1,0,1,0,0,1,0,0
343.2,-1.0598112396337716,0.07897854325607702,5193,2200,1350,2.0,6,3,1,1,1,1,0,1,0,1,0,0
334.0,-1.5915291045635898,-0.2742879972286748,3677,2317,1042,1.0,5,2,1,1,1,0,0,1,0,0,1,0
637.2,5.025513344764135,-0.40571050281129345,11384,6021,3329,2.0,10,6,3,0,1,0,0,1,0,0,1,0
273.0,-1.211451945054261,-0.25213163387258447,4190,2525,1166,1.0,6,3,1,0,1,0,0,1,0,1,0,0
523.3,1.5952358408549128,-0.03495746769296491,8102,4083,2050,2.0,9,5,2,1,1,1,0,1,0,0,0,1
450.9,0.740773833798327,-0.09981379375593893,6948,3267,1986,2.0,8,3,1,1,1,1,0,1,0,1,0,0
377.1,-0.5592662134142476,0.3265006066136521,6375,2544,1396,2.0,6,3,1,1,1,0,1,0,0,1,0,0
367.8,0.2657759948756645,-1.3162439153556744,3450,3629,1866,2.0,9,3,1,1,1,0,1,0,0,1,0,0
295.1,-0.6421556087019381,-0.408764760066237,4500,2958,1344,1.0,7,3,1,0,1,0,1,0,0,1,0,0
313.9,-0.9136136815398006,-0.6488898169450922,3600,2872,1295,1.0,7,4,2,0,1,0,0,1,0,1,0,0
343.1,-1.0672923922534447,0.040240115593861966,5100,2124,1404,2.0,7,3,1,0,1,1,0,1,0,1,0,0
424.3,-0.10787376513840974,-1.0711829689550918,3600,3154,1815,2.0,7,5,1,1,1,1,0,1,0,1,0,0
460.8,1.380899451538689,-0.44328398112161493,6899,3795,2219,2.0,8,4,2,1,1,1,0,1,0,1,0,0
341.3,-0.9002164803524579,-0.00542171449502012,5193,2238,1464,2.0,7,4,1,1,1,1,0,0,1,1,0,0
380.8,-0.15128136718868682,0.11365552637386779,6375,2710,1645,2.0,7,4,1,1,1,0,1,0,0,1,0,0
345.7,-0.8619600353148711,0.4312056330942084,6245,2470,1200,1.0,5,3,1,0,1,1,0,1,0,1,0,0
382.1,-1.0075605409760937,0.47661852712170266,6204,2101,1308,2.0,7,3,1,0,1,1,0,1,0,0,0,1
349.7,-1.616234632862036,0.2158599290121144,4847,1826,1152,2.0,6,3,1,0,1,0,0,1,0,0,0,1
301.2,-1.4299486911297001,0.14774229584225707,4880,2257,1042,1.0,6,3,2,0,1,0,0,1,0,1,0,0
311.8,-0.2768119360126279,-0.7979963336598472,4000,3438,1436,1.0,6,2,1,0,1,0,0,1,0,1,0,0
396.8,-0.669131149061029,0.3783873971964222,6375,2371,1408,2.0,7,4,2,0,1,0,0,1,0,0,1,0
462.6,1.639138205995609,-1.062607011289601,5720,4298,2304,2.0,10,4,1,1,1,2,1,0,0,0,0,1
353.1,-0.30703414124797906,-0.39815589863088735,4966,2793,1666,2.0,8,4,1,1,1,2,0,0,1,1,0,0
573.4,3.598048281523391,0.25666780745357237,11200,5344,2544,2.0,10,4,1,1,1,0,0,1,0,1,0,0
322.6,0.07365032575249396,-0.9173145724429085,4150,3574,1632,1.0,6,2,1,0,1,0,0,1,0,1,0,0
468.2,-0.19134049743402715,-0.0010095243422213753,6042,2837,1581,2.0,7,4,1,1,1,1,0,1,0,1,0,0
300.3,-0.9136136815398006,-0.6488898169450922,3600,2872,1295,1.0,7,3,1,1,1,0,0,1,0,1,0,0
571.2,3.165053795490462,1.3960318874360114,13420,4442,2402,1.5,9,3,2,0,1,1,0,1,0,1,0,0
483.5,0.9638727183759653,-1.0082021274313824,5048,3738,2166,2.0,8,4,2,1,1,0,0,1,0,0,1,0
406.5,-0.8493691403195469,-0.0634908855220032,5100,2448,1392,2.0,7,3,1,1,1,1,0,1,0,0,1,0
424.3,0.480782862389245,0.006624209327584961,6873,3225,1799,2.0,10,6,2,1,1,0,1,0,0,0,1,0
324.6,-1.1208761345193479,0.47847099369238605,6039,2360,1075,1.0,6,3,1,0,1,0,0,1,0,0,1,0
381.2,0.15969801683372015,-0.6119495342699495,5000,3343,1724,1.5,8,3,2,0,1,1,0,1,0,1,0,0
364.1,-0.11144857607117879,-0.468623542389044,5037,2905,1755,2.5,7,3,2,1,1,1,0,1,0,1,0,0
443.3,2.9270805499804515,-0.5552703416653415,8492,4829,2680,2.0,10,5,1,1,1,1,1,0,0,1,0,0
370.6,-0.42464755463155845,0.249000815925881,6375,2427,1584,2.0,7,4,1,0,1,0,1,0,0,1,0,0
379.3,-0.42714635946251445,0.2504744255272702,6375,2430,1580,2.0,6,3,1,0,1,0,0,1,0,1,0,0
332.7,-1.6067142840721913,0.23454660972102973,4903,1826,1152,2.0,6,3,1,0,1,0,0,1,0,1,0,0
410.7,0.2119984415413389,0.09116102010509823,6748,3056,1690,2.0,8,4,1,1,1,1,0,1,0,1,0,0
462.4,-0.34240632514433744,0.43834619114500356,6925,2421,1578,2.0,7,4,1,1,1,1,0,1,0,0,1,0
336.4,-0.07399309632560225,0.037263821754550445,6237,3276,1383,1.0,5,2,1,0,1,0,0,1,0,1,0,0
325.9,0.07042816656017249,-0.9323788972337215,4110,3579,1632,1.0,6,3,1,0,1,0,0,1,0,0,0,1
272.8,-1.9966963438986818,-0.10383567954738775,3600,1959,925,1.0,5,2,1,0,1,0,0,1,0,1,0,0
563.9,1.323064854592017,0.8844680008431575,10000,3268,2040,2.0,7,3,1,1,1,1,0,1,0,1,0,0
438.7,0.36792331820683194,-1.0087277848966405,4317,3483,1917,2.0,8,5,2,0,1,0,0,1,0,0,1,0
507.9,1.1491996082503928,-0.2899847379520711,6996,3492,2192,2.0,8,4,2,1,1,0,1,0,0,0,1,0
384.4,1.4314799145026664,-0.014358372266277423,7950,4012,1975,1.5,9,4,1,1,1,0,0,1,0,0,0,1
334.6,-0.1922266610760901,-0.43133695877757977,4985,3280,1462,1.0,8,3,2,0,1,0,0,1,0,1,0,0
323.3,-0.8817989566352037,-0.6921189757245015,3553,2728,1418,1.5,6,3,1,1,1,1,0,1,0,0,0,1
350.8,-1.027416093368226,0.09044975749365232,5265,2160,1392,2.0,7,3,1,0,1,1,0,1,0,0,1,0
559.0,1.8638496835883944,-1.2636662613184924,5532,4298,2525,2.5,9,5,4,1,1,1,1,0,0,0,1,0
486.0,-0.06245420668653533,0.17841809181068247,6645,2658,1714,2.0,6,3,1,0,1,2,1,0,0,1,0,0
451.7,0.7697809897500562,0.20307499230912435,7700,3236,1920,2.0,10,4,1,1,1,1,0,1,0,1,0,0
359.1,-0.702150459131774,-0.19214014815751568,4976,2529,1487,2.0,8,4,1,1,1,0,0,1,0,1,0,0
391.9,1.0322577506362984,-0.48371659959376323,6375,3666,2075,2.0,7,3,1,1,1,0,1,0,0,1,0,0
413.4,0.0893525306702123,-0.04189169303973738,6271,3144,1600,2.0,7,3,1,1,1,1,0,1,0,0,0,1
304.4,-0.7917069807804409,0.10654864002110065,5546,2718,1210,1.0,6,3,1,0,1,1,0,1,0,1,0,0
326.0,-1.4443841189002649,0.7233000783550619,6230,2106,925,1.0,5,2,1,0,1,0,0,1,0,1,0,0
319.2,-0.719704982680647,-0.5216219579553414,4133,2992,1310,1.0,6,3,1,0,1,1,0,1,0,1,0,0
290.0,-1.5433525799047263,0.22781654546164412,4960,1901,1152,2.0,6,3,1,0,1,0,0,1,0,1,0,0
508.9,0.7336444092692596,-0.11339033907806821,6916,3177,2040,2.0,9,5,1,1,1,1,0,1,0,1,0,0
386.4,0.15408833756999096,-0.04219565599517491,6375,2916,1781,2.0,8,5,2,0,1,0,0,1,0,1,0,0
417.1,-0.11239425277963995,0.052473954711094124,6285,2664,1720,2.0,7,3,2,0,1,1,0,0,1,1,0,0
541.4,3.5073109471174626,-1.388873885958893,7213,5374,3031,2.0,11,7,1,1,1,1,1,0,0,1,0,0
374.4,0.12575002151526804,-0.3076682774476931,5676,3307,1618,2.0,8,4,2,0,1,0,0,1,0,1,0,0
689.3,4.5692338088845315,-2.015316316858983,7000,6235,3446,2.0,12,5,3,0,1,2,1,0,0,1,0,0
418.5,0.3335253016175771,-0.17648328865986432,6272,3063,1860,2.0,8,4,1,1,1,1,0,1,0,0,1,0
246.5,-2.676802736934944,0.43340176945753534,4060,1370,635,1.0,4,1,1,0,1,0,0,1,0,1,0,0
455.2,2.101420821097728,-1.3709100871157225,5556,4548,2572,2.0,9,2,1,1,1,1,0,1,0,1,0,0
373.7,-0.314086839695355,-0.6346150536613295,4400,2804,1736,2.0,9,3,1,1,1,1,0,1,0,1,0,0
526.6,2.4204130730447866,-0.6066518374195627,7766,4459,2578,2.0,10,5,1,1,1,1,1,0,0,1,0,0
521.0,1.7631940279203682,-1.0155390851266903,6000,4176,2445,2.0,10,4,1,1,1,0,0,1,0,0,1,0
430.8,-0.3840088102425727,-0.9259238241186611,3600,3070,1629,2.0,8,4,2,1,1,0,0,1,0,1,0,0
424.9,-0.05234751672354426,-0.5206542069459326,5000,2800,1876,2.0,6,4,2,1,1,1,0,1,0,1,0,0
428.7,-0.016725274614114032,-0.1111559964548176,6000,2880,1711,2.0,9,3,1,1,1,1,0,0,1,1,0,0
