TOTAL_VALUE,PCA1,PCA2,LOT_SQFT,GROSS_AREA,LIVING_AREA,FLOORS,ROOMS,BEDROOMS,FULL_BATH,HALF_BATH,KITCHEN,FIREPLACE,YR_BUILT_Encoded,REMODEL_Unknown,REMODEL_Recent,REMODEL_Old
582.8,-1.614938734,1.2711634368966975,13150,5684,3238,2,10,5,1,1,1,2,3,1,0,0
297.7,1.1477893015887448,-1.491966166,7326,1862,768,1,4,1,1,0,1,1,3,1,0,0
414.2,2.629145080195575,-0.978470078,4112,4054,2266,2,9,5,1,1,1,1,2,1,0,0
542.8,0.057628961170381694,-0.143623966,7125,4775,2656,2,8,5,2,0,1,1,3,0,1,0
416,-0.092809064,0.1431373774455457,6028,2777,1834,2,7,3,1,1,1,2,3,1,0,0
419.3,1.7151961839505312,0.26599870766748024,6480,3094,1443,2,7,3,1,1,1,1,3,1,0,0
510.2,5.577762044672157,2.9481163346237187,8986,3840,2173,2,7,3,1,1,1,2,3,1,0,0
554.9,1.494828884353933,0.1806789968988844,20046,5264,3002,2,8,5,2,1,1,2,2,1,0,0
503.6,1.401633173588721,2.095691816557145,8535,3550,2228,2,8,4,2,0,1,1,3,0,1,0
538.3,0.6647434382538738,0.6357770772949164,12978,2965,1858,2,7,3,2,1,1,1,3,0,1,0
488.9,-0.409872601,0.021888808151779696,8592,3159,1746,2,6,3,1,1,1,1,3,0,1,0
384,1.671526025603784,1.2645233347116416,5843,2593,1572,2,7,3,1,1,1,0,3,1,0,0
493.1,1.0605326814239746,-1.282802014,11310,3524,1990,2,7,3,1,1,1,1,3,1,0,0
420,-0.567909793,-0.486772455,4500,3986,2176,2,8,4,1,0,1,1,3,1,0,0
365.5,0.026971214287069868,-0.329124015,4440,2660,1600,2,7,3,1,1,1,1,3,0,1,0
379.1,1.1234139888249963,-0.977902822,5545,2857,1829,2,9,4,1,0,1,1,3,1,0,0
499.9,4.650379666,-1.394040206,5300,3952,2134,2,8,5,2,1,1,1,3,0,1,0
593.5,-0.759898048,-0.037063024,8580,6075,3382,2,10,5,2,1,1,1,3,1,0,0
444.7,0.6614785916992293,-1.049012715,5280,2400,1472,2,7,3,1,1,1,1,3,1,0,0
352.9,0.6597189596853492,1.8358084114509852,4591,3514,2110,2,6,3,1,0,1,1,3,1,0,0
593.2,2.6831143766440024,-0.555359227,11466,2570,1684,2,8,4,2,0,1,1,3,0,1,0
631.9,0.5838986345232773,0.06603283,8210,4557,2678,2,9,4,1,1,1,1,3,1,0,0
418.2,-0.767804471,-0.215688286,7146,3198,1864,2,7,4,2,1,1,1,4,1,0,0
371.9,0.8076187291122291,-1.030084574,4842,2480,1480,2,6,3,1,1,1,1,3,1,0,0
417.7,1.8231603321934398,2.882059379473072,4797,3752,2059,2,7,4,1,0,1,1,2,1,0,0
499.7,0.5069107808083918,3.1727120990488036,15344,3138,1768,2,7,4,1,1,1,1,3,1,0,0
423.9,-0.879585901,-0.15364583,14420,2528,1146,1,5,2,1,0,1,0,3,0,1,0
373.8,0.24842053261459313,-0.144842066,4849,2452,1400,2,6,3,1,1,1,1,4,1,0,0
375,1.1339026394516267,-1.321925966,6250,2947,1861,2,7,4,1,1,1,0,3,1,0,0
493.8,-0.24372079,0.8860647308678093,4500,3996,2233,2,8,5,1,2,1,1,3,1,0,0
448.2,0.6323727227533349,0.4806040602195812,8096,2488,1450,2,7,3,2,1,1,1,3,1,0,0
491.4,0.034313044,1.9970357213295318,8190,3120,1801,2,7,3,1,1,1,1,3,0,0,1
392.3,-1.204747501,0.2922145626728219,11069,2404,1306,1.5,6,2,1,1,1,1,3,1,0,0
302.3,1.8762398664851823,-1.093768656,5500,2304,1116,1,6,2,1,0,1,1,3,0,0,1
457.8,-0.539324733,0.39035218988941006,5950,4270,2491,2,8,3,1,1,1,1,3,1,0,0
426.7,4.583849298639494,2.1423475850119202,6547,2576,1368,2,6,3,1,1,1,1,3,0,0,1
639.4,4.197613494477109,-2.463624821,16952,4659,2972,2,9,4,1,2,1,1,1,1,0,0
577.7,2.175859018613365,-0.949562786,5437,6619,3117,2,10,4,2,1,1,2,3,0,1,0
531.5,0.25139397581318756,1.8168067593520216,6673,4228,2669,2.5,10,4,1,1,1,1,2,0,1,0
420.1,4.316351578939519,0.8905067169872145,10906,2548,1428,2,6,2,1,1,1,0,3,1,0,0
581.7,1.218970155984516,-1.328736869,13637,4985,3026,2,8,4,3,0,1,0,2,0,1,0
435.5,2.9558812062294892,0.11574506405408927,4592,3994,2294,2,8,5,1,0,1,1,3,1,0,0
507.8,3.716486915872565,1.7088382732570067,10129,4604,2603,2,8,5,2,0,1,1,2,1,0,0
623.1,-0.044098541,0.010160773282881445,14859,4402,2690,2.5,9,4,1,1,1,1,3,0,0,1
352.1,-0.999300601,0.714535724,6250,2884,1648,2,7,3,1,1,1,0,3,1,0,0
345.2,0.5094840173843229,-0.740643993,6752,2318,1101,1,5,3,1,0,1,1,3,1,0,0
414.2,1.784824209422871,0.037664445,5134,3408,1965,2,6,3,1,1,1,1,3,1,0,0
625,1.1178031112616604,0.565385241,8525,3964,2224,2,9,3,2,1,1,2,3,1,0,0
538,1.0594765043332206,-0.866520436,9000,3166,2072,2,8,3,1,1,1,1,3,1,0,0
518.8,5.017113622151377,-0.148487843,5500,3760,2168,2,9,4,3,0,1,0,3,0,1,0
774.1,-0.828081431,-0.535698835,11970,6110,3180,2,12,6,2,2,1,2,3,1,0,0
329.5,1.172580333,-1.131907805,4000,2612,1470,2,7,3,1,1,1,0,3,1,0,0
414.1,-0.727544983,0.1376616219700419,5000,3954,2219,2,8,4,1,1,1,1,3,1,0,0
384.1,-0.634850711,-0.447647746,5712,2599,1314,1.5,6,3,1,1,1,1,3,1,0,0
373.7,-1.449002759,-0.025280334,4464,2491,1643,2,7,3,1,1,1,2,4,1,0,0
375.9,-0.615596947,0.11832915191705101,4475,1992,1248,2,6,3,1,0,1,1,3,0,0,1
395.3,0.085555831,-0.544828142,5817,2513,1448,2,7,3,1,0,1,1,3,0,1,0
464,0.4725871920104948,-0.769774822,5100,2978,1870,2,8,4,2,0,1,1,3,1,0,0
375.9,2.846843943121015,0.9657810340446544,5000,3596,1837,2,7,3,1,1,1,0,3,0,1,0
503.1,-1.247581141,0.094558355,12024,4258,2445,1.5,9,5,1,2,1,0,2,1,0,0
366.6,0.9143514425114428,1.523740132630408,5000,2113,1270,2,8,4,1,0,1,1,3,1,0,0
409.4,0.019326822059161225,-0.339944578,11008,3041,1680,1.5,7,3,1,1,1,1,3,1,0,0
375.2,0.2495940708460284,-0.137080289,5500,2956,1768,2,8,4,1,1,1,0,3,0,0,1
333.5,0.7146121239246679,-0.848626105,6250,3145,1740,2,8,5,2,0,1,0,2,0,0,1
474.2,0.49168368310150307,-0.874591888,5134,3469,2104,2,8,3,1,1,1,1,3,0,0,1
463,2.7737060998489618,0.5228159303438712,4792,3453,1972,2,7,3,1,0,1,1,3,0,1,0
503.6,-0.233298403,-0.21156719,10875,4406,2459,2,7,3,1,0,1,1,3,1,0,0
416.5,0.8185593171749461,0.7229953465239005,5506,2712,1700,2,7,3,1,1,1,1,3,0,1,0
482.5,-0.124411616,-0.264925567,9000,3079,1868,2,9,3,1,1,1,1,3,1,0,0
399.1,-0.186621428,-0.506017779,5500,2898,1680,2,6,3,1,1,1,1,4,1,0,0
394,-0.970055306,-0.202679799,4845,2991,1665,2,7,3,1,1,1,1,3,0,1,0
381.5,1.6329572712315426,0.9584613807575431,4633,2312,1440,2,6,3,1,0,1,0,3,0,1,0
468.9,-2.302546787,-0.200142054,10500,3940,1819,1,7,3,1,0,1,1,3,1,0,0
220.9,1.464008851483128,-1.415564351,3000,1812,840,1,5,2,1,0,1,0,3,1,0,0
469.8,2.3984597421537406,0.8481242025294894,4700,3978,2499,2,8,4,1,1,1,1,3,0,0,1
618.4,-0.295538227,-0.384653339,11200,4048,2309,2,8,4,2,2,1,1,3,0,1,0
392.4,3.6803383207543905,-0.210351967,5000,2914,1596,2,6,3,1,1,1,1,3,1,0,0
532.8,-0.76435098,-0.568935193,10225,5160,2870,2,9,4,2,0,1,1,3,1,0,0
347.3,-1.013916355,0.18799601038429187,4010,2538,1569,2,8,3,1,0,1,0,3,0,0,1
359.7,-1.142574605,-0.328921248,5500,2272,1300,2,6,3,1,0,1,1,3,1,0,0
347.8,0.6250809507847278,0.2044801883545252,4122,2267,1394,2,6,3,1,0,1,1,3,1,0,0
432.3,2.8789189626127967,5.127114804323477,7501,3426,1707,2,7,3,1,1,1,0,3,1,0,0
448.2,3.3888066829202774,-0.573898455,21933,3418,1540,1,6,3,1,1,1,1,3,0,1,0
540.9,3.3054213983955694,-0.126509642,9000,5167,2794,2,9,5,1,1,1,1,2,1,0,0
530.3,-1.389274112,0.38735382547180747,10000,4628,2908,2,11,6,1,1,1,1,2,1,0,0
308.3,0.19775230107881164,-0.760964896,5500,2202,1020,1,5,2,2,0,1,0,3,1,0,0
426.5,-1.463683894,-0.15501922,4700,3319,1815,2,8,4,1,1,1,1,3,1,0,0
340.3,4.203185466337698,0.2635669425719955,4131,2196,1160,1.5,6,3,1,0,1,1,3,1,0,0
644.1,-1.887097215,0.039044226,12000,5180,3048,2,10,6,1,0,1,1,3,0,0,1
289.3,0.667030263,-0.998780072,4072,1982,936,1,5,2,1,1,1,0,3,1,0,0
419.7,-0.932416817,-0.442412574,4700,3676,1999,2,5,3,1,1,1,1,3,1,0,0
384,-0.760226253,-0.32588722,4122,2262,1578,2,7,3,2,1,1,1,3,0,1,0
382,0.061479358119558555,-0.152131907,4590,2505,1508,2,7,3,1,1,1,0,3,1,0,0
478.3,0.860324855,1.3285452209657411,6005,2856,1792,2.5,8,3,2,0,1,0,3,0,0,1
488.2,0.8820081844847771,0.6930346737981466,10500,2846,1828,2,8,3,1,0,1,1,3,1,0,0
459.2,-0.169444533,-0.240567112,9000,3179,1861,2,9,3,2,0,1,1,3,0,0,1
368.2,1.9109243408556214,-0.925384154,5500,2900,1640,2,7,3,1,1,1,1,3,1,0,0
469.7,-0.00987983,1.5271013046259185,6385,4319,2427,2,9,6,1,1,1,1,3,1,0,0
475,2.685481414141752,-0.927347976,9916,2324,1486,2,7,3,1,1,1,1,3,1,0,0
659.7,1.878198573158768,-1.485456423,7350,4440,2878,2.5,9,6,2,1,1,2,2,0,1,0
462.8,6.299291625886169,1.8299305269705575,5000,4586,2437,2,8,4,1,1,1,1,3,1,0,0
658.7,-1.495439225,0.44407024554669633,18288,5698,3613,2.5,13,5,1,1,1,1,2,1,0,0
307.7,-0.424010468,-0.44689268,5500,2190,936,1,5,2,1,0,1,0,3,1,0,0
410.9,2.038276933612309,1.548702869509177,4700,2822,1586,2,12,3,2,1,1,1,4,1,0,0
481.4,0.038117701,1.9477332058025392,12449,3464,2176,2,8,4,1,1,1,1,3,1,0,0
385.8,-1.720964515,-0.039131966,10925,2734,1127,1,5,2,2,0,1,1,3,1,0,0
265,0.081762848,-0.112135672,4080,2170,962,1,5,2,1,0,1,0,3,1,0,0
500.1,2.7641265530187296,-0.88724878,6141,2693,1890,2,7,3,1,1,1,1,3,0,1,0
473.9,-1.234846129,-0.480102576,7500,4881,2652,2,7,4,1,1,1,2,3,1,0,0
303.9,1.4612451853882682,-1.401991918,3643,2333,1344,2,6,3,1,0,1,0,3,1,0,0
436.3,0.47802883713115013,-0.498770703,4700,4263,2321,2,9,4,1,1,1,0,2,0,0,1
388.1,1.5817211346927322,-0.909805147,5680,3236,1964,2,9,3,1,0,1,0,3,1,0,0
528.9,1.2337294108710506,-0.256881083,6035,4012,2384,2,7,3,2,1,1,1,3,0,1,0
480.9,0.9738528170991906,0.23143861206960875,7124,4064,1893,1.5,8,3,1,1,1,1,3,1,0,0
491.9,2.062760642733045,0.7231425441526466,8014,3350,1979,2,8,3,1,1,1,1,2,0,0,1
604.7,-1.61920686,-0.098687342,10500,3854,2242,2,8,4,2,1,1,1,3,0,1,0
279.1,6.5092291147855805,0.13900456919776955,4080,2059,1118,1,6,3,1,0,1,0,3,1,0,0
739.7,1.356167327450483,-0.453157659,14475,6733,3714,2,11,4,2,2,1,2,3,0,1,0
465.5,0.7810073773558651,1.3883420150129404,6840,3840,2178,2,9,6,1,2,1,1,3,1,0,0
424.4,-0.460286455,-0.095244191,10500,3248,1512,1,6,2,1,1,1,1,3,1,0,0
362.5,1.0325847994728132,-1.067215843,5500,2630,1556,2,7,3,1,1,1,1,3,1,0,0
445.6,0.073834522,1.7062367985779898,5000,3700,2255,2,9,6,1,1,1,0,3,1,0,0
421.9,2.3003749178140604,0.3103881765456463,10413,2628,1298,1,5,2,1,1,1,1,3,1,0,0
474.03,3.8720292153542655,3.235862661883172,9811,4051,2426,2,9,5,3,0,1,2,2,0,1,0
593.5,1.6914072771267437,-1.51888913,18600,4870,1988,1,6,2,2,0,1,1,3,0,0,1
490.8,0.5299620591685921,0.029706008,4700,4432,2415,2,9,5,2,1,1,1,3,0,1,0
472,-0.010945231,-0.369184561,7000,3120,1887,2,9,6,2,0,1,1,3,1,0,0
336.1,-1.253765175,1.5787486652476341,5355,3336,1529,1,6,3,2,0,1,1,4,1,0,0
315,-1.221983677,0.5631523133334012,8502,1912,876,1,5,3,1,0,1,1,3,0,0,1
305.1,-0.801910193,-0.2597313,6120,2256,1040,1,5,2,1,0,1,1,3,1,0,0
398,-1.134588086,-0.798153327,4700,2432,1501,2,8,3,1,0,1,1,2,1,0,0
301.9,1.3728118077022895,-0.949624808,3000,2556,1387,1.5,6,2,1,1,1,1,3,1,0,0
464.4,-1.065343655,-0.138085185,5676,4018,2253,2,7,2,1,1,1,1,3,1,0,0
401.2,-0.495216498,-0.076077018,4700,1952,1570,2,6,3,1,1,1,1,3,1,0,0
360.3,-1.405108438,-0.39467502,5500,2638,1521,1.5,7,3,1,1,1,1,3,1,0,0
336.9,0.3682325113601577,1.365517872575519,3652,2093,1344,2,6,3,1,0,1,0,3,1,0,0
434.6,1.3170146404145409,1.2650189859315761,9980,2678,1584,2,7,3,1,1,1,0,3,1,0,0
542,0.069841276,0.22243902992707842,10911,3031,2047,2,9,5,2,1,1,1,3,0,0,1
325.5,1.959470661525222,0.7868731305696683,6875,3070,1540,1,7,3,2,0,1,0,3,1,0,0
403.9,0.06624544,-0.254478033,10500,4044,2036,2,8,3,2,0,1,0,2,0,0,1
354.7,0.4830109522577003,-0.327681569,5768,2880,1816,2,7,3,2,0,1,0,2,1,0,0
468.2,1.0906390654264289,1.3837274480512674,6120,2921,2098,2,9,4,1,1,1,1,3,0,1,0
419.04,3.0245832854983266,1.0743658899110688,10875,3314,1683,1.5,7,4,2,0,1,1,3,0,0,1
666.4,-1.415382095,0.40070583653482567,12500,4304,2500,2,10,5,3,1,1,2,2,0,0,1
300.5,1.7595788775640209,-1.563774982,5500,2185,1008,1,6,1,1,0,1,0,3,1,0,0
472.3,2.0763504142874374,-1.386400776,4700,4240,2592,2.5,9,6,2,1,1,1,2,0,1,0
514.3,-1.783331982,-0.465425354,5500,4426,2633,2,9,4,2,1,1,1,3,0,1,0
297.1,5.041545025207008,-0.275343764,3000,2156,1075,1,6,3,1,0,1,1,3,1,0,0
745.7,1.3052551849764964,-0.412271145,11730,5836,3405,2,9,4,2,1,1,3,3,0,0,1
402.1,-0.178861977,-0.448476929,6875,3806,2150,2,9,5,2,0,1,1,2,1,0,0
368.9,2.9604686406408165,-2.149859817,5000,2892,1710,2,8,4,1,1,1,0,2,1,0,0
460.4,2.3830781543390196,-1.678089658,4700,5684,2736,2,8,4,1,1,1,1,3,1,0,0
617.6,0.2422978445991419,1.6437834602330512,5170,4756,2742,2,11,6,1,1,1,1,3,1,0,0
530.8,1.165177013651058,-1.630895527,10500,2424,1556,2,7,4,2,1,1,1,3,0,1,0
510.6,1.7741197915276594,-0.967784196,3798,4148,2269,2,9,4,2,1,1,1,3,0,1,0
434.9,0.6428688299923823,-0.987325204,6149,3947,2573,2,8,4,2,0,1,0,3,1,0,0
445,0.1119549115574942,-0.594888643,4700,3639,2001,2,7,3,1,1,1,1,3,1,0,0
419.7,-0.757939816,-0.712160368,5000,3136,1810,2,8,5,1,0,1,0,3,0,1,0
383,0.3182930534306804,2.0185046832234277,3668,2672,1542,2,7,3,1,1,1,0,3,1,0,0
453.3,-0.122623079,1.3593199266087461,11479,2408,1488,2,6,2,1,0,1,1,3,1,0,0
460,0.6233303841436629,1.629473972998648,9379,2320,1470,2,8,3,2,1,1,1,4,0,1,0
386.4,0.26352634363121424,1.6424734250089914,10847,3450,1201,1,7,2,2,0,1,0,3,1,0,0
449.7,-1.209231239,0.30179625409111843,10500,2663,1427,2,6,3,1,1,1,1,4,1,0,0
357.4,0.5517550759211212,-1.176327076,5500,2473,1008,1,6,3,1,0,1,0,3,1,0,0
372.7,-0.146074626,-0.04747001,4146,3580,2040,2,9,4,1,0,1,1,3,1,0,0
390.2,1.4973214660944822,-0.781029866,6000,2736,1688,2,7,3,1,1,1,1,3,1,0,0
484.5,1.0888844527383859,-0.047979673,6238,3940,2326,2,9,4,2,0,1,2,2,0,0,1
471.3,0.27471223532640504,0.9989274170418101,7500,3378,2136,2,9,4,1,1,1,1,2,0,1,0
444.5,0.5531849406232937,-0.033132803,9000,2673,1650,2,7,3,1,1,1,0,3,1,0,0
477.1,1.6748916764624435,-1.255255624,6875,3187,1884,2,7,4,1,1,1,1,2,0,1,0
559.5,0.005124654,-0.543494714,5316,4261,2416,2,9,4,1,1,1,1,3,1,0,0
417.3,0.21541964729614282,1.359435405004091,5000,2990,1808,2,8,5,1,1,1,1,3,0,0,1
418.1,1.0386451153049376,-1.187810838,9779,2608,1525,2,6,3,1,0,1,1,3,0,0,1
421,-0.512731433,3.352885254444975,4700,3942,2155,2,8,5,2,1,1,1,3,1,0,0
382.4,-0.495876271,-0.069362039,13628,1759,858,1,5,2,1,0,1,0,3,0,1,0
342.5,3.5123015164930576,0.003452687,5500,2788,1428,1.5,6,3,2,0,1,1,3,0,0,1
511.5,0.34316484755925414,1.073949707521158,10531,4997,2781,2,12,5,1,2,1,1,3,1,0,0
429,1.4585400880553283,1.0447598028848848,9250,2805,1591,2,8,3,1,0,1,1,3,1,0,0
470.2,0.7708152036406123,-1.533167381,10500,3758,1781,1.5,6,3,2,0,1,1,3,1,0,0
340.2,-1.066873123,0.014323274,3551,3917,2108,2,8,4,1,1,1,0,3,1,0,0
349.8,0.627572969,-0.975858353,5000,2518,1176,1,6,3,1,0,1,0,3,1,0,0
420,0.10361680365267106,-0.595566502,4700,3715,1941,1.5,8,4,1,1,1,1,3,0,1,0
397.1,1.3113700766348781,-0.141574546,5000,3014,1878,2,11,6,2,0,1,1,3,1,0,0
599.5,1.1978764238793258,-1.016725333,7533,3668,2144,2,8,3,1,1,1,1,3,0,0,1
439.8,-0.04221263,1.0012052855747933,5300,3983,2179,2,8,5,1,1,1,1,2,0,0,1
416.1,2.501861291173697,-0.969509757,8630,2409,1594,2,7,3,1,1,1,1,3,1,0,0
527.4,0.10891249498043196,-1.471093681,7000,4622,2659,2,7,3,1,0,1,0,3,0,1,0
343.1,2.604402267067823,2.3447114772989663,2907,3426,1935,2,8,4,1,0,1,0,3,1,0,0
494.4,0.9060040642437016,-0.367065879,15000,3847,2054,2,7,3,1,1,1,0,2,1,0,0
426.9,7.1617810298590046,5.8698110314726835,6500,3558,2014,2,8,4,2,0,1,0,2,0,0,1
823.7,-1.467261516,1.2557790685366756,28900,5499,2925,2,12,5,2,1,1,2,3,1,0,0
285.7,-0.758775682,-0.151662758,7475,1882,861,1,6,3,1,1,1,0,3,1,0,0
354,-0.584948545,-0.24001729,5000,2520,1440,2,7,4,1,1,1,1,3,0,1,0
338.6,4.909296785395971,-0.478096977,5000,2646,1512,2,7,4,1,0,1,0,2,1,0,0
548.7,1.439600722524272,-1.06601928,11070,5993,3291,2,10,5,2,0,1,2,3,1,0,0
437.3,0.5740491662047257,-0.423251938,5477,4118,2278,2,9,4,2,0,1,1,3,1,0,0
443,0.7222385256392158,1.4197366258747082,6000,3028,2128,2,7,4,1,1,1,1,3,0,1,0
468.6,-1.066346317,0.42076371447621425,10542,2820,1719,2,8,4,1,1,1,1,2,1,0,0
348.1,1.4761715967698898,0.061847598,6000,2080,1300,2,6,2,1,0,1,1,3,0,0,1
512.7,0.9104896767402769,-0.999072313,8214,3730,2148,2,9,6,2,1,1,1,4,1,0,0
486.8,-1.280077544,0.1477274379468309,5000,3755,2116,2,8,4,2,1,1,0,3,0,1,0
298.9,0.5568544501418371,1.5967656218253625,5062,2332,1098,1,4,3,1,0,1,0,3,1,0,0
408.3,-0.886097143,0.21223949569636685,10762,2686,1627,2,6,3,1,1,1,0,3,1,0,0
351.6,0.6653736895215543,0.16987196334632904,5720,2262,1384,2,6,3,1,0,1,1,3,1,0,0
428.2,1.4175480111201118,-0.345733288,7500,3132,1923,2,7,4,1,1,1,1,3,1,0,0
505.5,0.6876652997219375,-1.342167352,7165,3894,2150,2,10,4,2,1,1,1,3,1,0,0
362.4,1.344311747912772,-0.500050809,3900,3864,2018,2,10,4,2,0,1,0,3,1,0,0
422.3,0.2374948922436844,-0.235906907,6719,3797,2212,2,8,3,1,1,1,0,2,1,0,0
454.6,-1.892767361,0.7950734008108491,6000,3168,1752,2,9,4,2,2,1,0,2,0,1,0
300.7,0.5451253389795188,-1.623829899,5867,1736,820,1,8,4,1,1,1,0,3,1,0,0
403.3,4.079883303817098,0.7008461051041525,3078,3654,2145,2,8,4,1,1,1,0,3,0,1,0
503.6,0.46207469769655624,-0.801748476,12906,4838,3020,2.5,10,6,3,0,1,0,2,1,0,0
392.3,-0.57490538,0.5940065696275124,4942,3290,2025,2,7,3,1,0,1,0,3,1,0,0
352.1,-0.91288636,-0.27886664,7000,2383,1390,2,7,4,1,0,1,0,2,1,0,0
345.4,1.1157282646561504,-0.958021519,4500,2576,1346,1.5,6,2,2,0,1,1,3,0,0,1
448.3,2.363328722967536,0.7273656030286352,5339,3932,2134,2,9,4,1,1,1,1,3,1,0,0
609.8,0.051311381661255255,-0.149879915,10882,3943,2390,2.5,10,5,2,1,1,0,3,0,1,0
422.3,1.4207861616349684,1.0434033694330846,6000,2830,1800,2,8,5,1,1,1,1,3,1,0,0
550,-0.38317978,0.6796014147949605,10500,3246,2064,2,8,4,2,0,1,1,2,1,0,0
381.9,0.3215053964431568,1.7014980021041803,7430,2526,1404,2,6,4,1,0,1,0,3,1,0,0
406.1,-1.12516292,0.29318950368537344,10734,2445,1577,2,7,3,1,0,1,0,3,1,0,0
283.1,10.138142551386519,6.586953710951489,5590,2436,1090,1,6,3,1,0,1,0,3,1,0,0
827.3,1.9062450529984691,0.7972055065764766,34261,6477,4100,2.5,12,6,2,2,1,3,2,1,0,0
522.2,-1.275759114,-0.52281077,10500,3611,2257,2,9,4,1,1,1,1,3,1,0,0
289,-0.658739037,-0.912672095,3499,2250,1381,2,6,3,1,0,1,0,3,1,0,0
324.5,-0.860146339,-0.10637435,3310,2795,1604,2,7,4,1,1,1,0,3,1,0,0
411.4,0.5364922342624844,-0.272942996,4981,2490,1374,2,9,3,1,1,1,1,3,1,0,0
392.2,-0.419768264,-1.373628977,6250,3588,1714,1.5,7,3,2,0,1,1,3,0,0,1
395.2,0.9011893433103759,1.0963729222813734,2503,3056,1767,2,9,4,1,1,1,0,3,0,1,0
481.1,2.2067426316643934,0.4077196431941717,10000,2905,1900,2,8,2,2,1,1,0,2,0,1,0
482.9,1.4407497785514838,0.886400925,9917,4093,2304,2,8,4,1,1,1,2,3,1,0,0
569.6,-0.500401925,0.13258558802231427,10137,3438,2016,2,8,4,2,1,1,1,3,0,1,0
401.1,-0.403033629,-0.338581899,6003,2448,1560,2,7,3,2,0,1,1,3,0,1,0
369.3,-0.387787861,-0.419652089,5000,2634,1676,2,6,3,1,0,1,0,3,1,0,0
480,3.766914298137065,-0.032713483,4829,2631,1716,2,9,3,2,1,1,1,3,0,1,0
531.5,1.8892478161572996,-0.870260328,10756,5124,2889,2,10,4,1,1,1,1,3,1,0,0
424.8,0.775713554,1.2111324228678553,6500,4190,2471,2,10,7,2,1,1,0,2,1,0,0
473.7,0.6298466313475933,-0.536289054,10113,2883,1789,2,8,3,1,1,2,1,2,0,1,0
368.9,1.2152503225939402,-0.630116385,5720,3880,1692,1,8,3,2,0,1,1,3,1,0,0
445,-0.866699782,-0.789105709,6250,3793,2172,2,8,5,2,1,1,1,3,1,0,0
366.8,-0.509481839,-0.072770505,3360,2564,1560,2,6,3,1,0,1,1,3,1,0,0
366.9,-1.083682361,0.6947417116040441,5488,2655,1500,2,7,4,1,1,1,1,3,1,0,0
341,1.0192432920231356,1.7167014326685925,6634,1962,1265,2,5,3,1,0,1,0,2,1,0,0
447.5,-1.371717852,-0.309675387,11580,3188,1596,2,7,3,1,1,1,1,3,1,0,0
342.2,1.402646456777505,0.027120559,3888,2155,1300,2,6,3,2,0,1,1,3,1,0,0
473,1.7756370739135656,-1.420440608,8058,3541,2224,2,8,4,1,1,1,1,3,0,0,1
439.9,-0.53095569,-0.168850732,5050,4314,2509,2,8,4,1,1,1,1,3,1,0,0
358.6,1.8644842284945646,0.6107994158317915,5225,2754,1459,1.5,7,3,2,1,1,1,3,1,0,0
494.3,2.832499958201824,0.039021595,10000,3699,2240,2,8,3,1,0,1,1,2,0,0,1
514.8,0.8548568462755323,0.4795918800550359,9800,4526,2593,2,9,3,1,1,1,1,3,1,0,0
537,-1.375161026,0.2783093574152254,8469,3126,1948,2,7,3,3,1,1,1,4,1,0,0
279.1,-0.487193672,-0.286211935,5258,2237,1046,1,6,4,1,0,1,0,3,1,0,0
334.4,-0.904868341,0.12106088862766563,5008,2719,1550,2,5,3,1,1,1,0,3,1,0,0
427.2,2.4493074683253715,-0.434486463,5488,2200,1440,2,7,3,1,1,1,1,3,0,1,0
474,4.497683585771024,-2.182311817,8192,4616,2443,2,9,4,1,1,1,1,2,1,0,0
659.015,-0.311913376,0.40928809190704724,6500,6406,3351,2,9,4,2,1,1,1,4,1,0,0
354.6,1.2635498116520338,0.40314064033274677,6863,2744,1414,1.5,6,2,1,1,1,1,3,1,0,0
421.7,-1.15968178,0.049976914664605375,8750,3700,1905,2,7,3,2,0,1,1,2,1,0,0
316.4,-0.6252273,-0.189979785,5000,2179,1305,2,5,3,1,0,1,0,2,1,0,0
391.7,1.2181156819322836,1.7410270834844759,5068,2632,1476,2,8,4,1,1,1,1,3,1,0,0
498.7,0.6355466743888446,0.049175685,11905,3030,1817,2,7,3,1,0,1,0,3,1,0,0
522.4,2.0739808034745932,-0.636439304,7179,3126,1948,2,7,3,2,2,1,1,4,1,0,0
651.4,-1.395666145,-0.302100991,7290,4129,2552,2,10,4,1,1,1,1,3,1,0,0
361.9,-0.589358257,-0.23567813,3862,2290,1200,2,7,3,2,0,1,1,3,0,0,1
332.9,-0.569762935,-0.101326401,5009,2602,1534,2,8,4,1,0,1,0,3,1,0,0
436.3,2.8740924386999396,-1.370714048,5362,2479,1575,2,7,3,2,1,1,1,4,1,0,0
465.2,3.7757223950101855,-1.022049557,6500,4907,2877,2,10,6,2,1,1,0,2,1,0,0
622.8,-0.172996627,-0.210731264,8416,5374,3085,2,10,5,2,1,1,3,2,0,1,0
442.9,-0.352403599,0.10465049102224426,5582,2736,1726,2,10,3,1,1,1,1,3,0,0,1
343.6,-0.573775061,0.17512831190048592,6090,2798,1459,1.5,6,2,2,0,1,0,3,1,0,0
397,-0.383006099,-0.11773705,6022,2328,1568,2,7,4,1,1,1,1,3,1,0,0
341.8,4.632130676,-0.596172007,5500,3082,1344,1,5,2,1,1,1,1,3,1,0,0
874.7,-0.583482054,-0.199788586,10500,5402,3500,2.5,10,4,3,1,1,2,3,0,1,0
